timestamp,split,class,filepath,source,board_meta,row,col
1761350074,train,black_rook,data\train\black_rook\black_rook_1761350074391_r0c0.png,data\raw\boards\board1.png,r0c0,0,0
1761350075,train,black_knight,data\train\black_knight\black_knight_1761350075474_r0c1.png,data\raw\boards\board1.png,r0c1,0,1
1761350076,train,black_bishop,data\train\black_bishop\black_bishop_1761350076508_r0c2.png,data\raw\boards\board1.png,r0c2,0,2
1761350079,val,black_queen,data\val\black_queen\black_queen_1761350079329_r0c3.png,data\raw\boards\board1.png,r0c3,0,3
1761350079,train,black_king,data\train\black_king\black_king_1761350079981_r0c4.png,data\raw\boards\board1.png,r0c4,0,4
1761350080,train,black_bishop,data\train\black_bishop\black_bishop_1761350080839_r0c5.png,data\raw\boards\board1.png,r0c5,0,5
1761350081,train,black_knight,data\train\black_knight\black_knight_1761350081570_r0c6.png,data\raw\boards\board1.png,r0c6,0,6
1761350082,val,black_rook,data\val\black_rook\black_rook_1761350082252_r0c7.png,data\raw\boards\board1.png,r0c7,0,7
1761350083,val,black_pawn,data\val\black_pawn\black_pawn_1761350083274_r1c0.png,data\raw\boards\board1.png,r1c0,1,0
1761350083,train,black_pawn,data\train\black_pawn\black_pawn_1761350083435_r1c1.png,data\raw\boards\board1.png,r1c1,1,1
1761350083,train,black_pawn,data\train\black_pawn\black_pawn_1761350083597_r1c2.png,data\raw\boards\board1.png,r1c2,1,2
1761350083,train,black_pawn,data\train\black_pawn\black_pawn_1761350083758_r1c3.png,data\raw\boards\board1.png,r1c3,1,3
1761350083,train,black_pawn,data\train\black_pawn\black_pawn_1761350083920_r1c4.png,data\raw\boards\board1.png,r1c4,1,4
1761350084,train,black_pawn,data\train\black_pawn\black_pawn_1761350084103_r1c5.png,data\raw\boards\board1.png,r1c5,1,5
1761350084,train,black_pawn,data\train\black_pawn\black_pawn_1761350084504_r1c6.png,data\raw\boards\board1.png,r1c6,1,6
1761350085,train,black_pawn,data\train\black_pawn\black_pawn_1761350085321_r1c7.png,data\raw\boards\board1.png,r1c7,1,7
